"","housing_median_age","total_rooms","total_bedrooms","households","median_income","median_house_value","ocean_proximity"
"5687",34,2377,362,362,6,367100,"<1H OCEAN"
"5688",31,3019,469,462,7.1463,394100,"<1H OCEAN"
"5689",31,3812,595,591,7.585,380100,"<1H OCEAN"
"5690",36,2288,439,434,4.5486,361000,"<1H OCEAN"
"5691",41,1912,308,314,5.3473,352700,"<1H OCEAN"
"5692",43,1061,208,208,6.01,254200,"<1H OCEAN"
"5693",42,1541,280,264,5.1028,292100,"<1H OCEAN"
"5694",35,2839,592,538,4.1667,271200,"<1H OCEAN"
"5695",34,3150,518,480,4.9355,336900,"<1H OCEAN"
"5696",34,2421,475,454,4.6852,296200,"<1H OCEAN"
"5697",35,1535,283,287,6.1873,312100,"<1H OCEAN"
"5698",35,1666,280,273,6.6277,344400,"<1H OCEAN"
"5699",35,2485,418,406,5.7083,329500,"<1H OCEAN"
"5700",42,890,179,200,4.4821,271900,"<1H OCEAN"
"5701",41,1979,496,459,4.4083,217700,"<1H OCEAN"
"5702",30,2062,396,375,5.5362,301200,"<1H OCEAN"
"5703",37,1954,368,370,5.0862,261300,"<1H OCEAN"
"5704",43,1428,325,302,4.5759,209200,"<1H OCEAN"
"5705",38,1107,194,195,7.5582,263700,"<1H OCEAN"
"5706",33,1805,303,301,5.4306,326600,"<1H OCEAN"
"5707",29,2174,418,395,3.5707,341700,"<1H OCEAN"
"5708",36,2988,719,657,3.5174,268000,"<1H OCEAN"
"5709",29,2584,608,568,3.3287,273400,"<1H OCEAN"
"5710",32,1464,406,380,2.5463,2e+05,"<1H OCEAN"
"5711",38,1399,390,386,3.4148,234800,"<1H OCEAN"
"5712",41,2476,506,485,3.4531,263900,"<1H OCEAN"
"5713",34,1722,406,371,4.1523,252000,"<1H OCEAN"
"5714",34,2510,535,542,3.8068,267000,"<1H OCEAN"
"5715",50,309,47,45,6.213,285000,"<1H OCEAN"
"5716",51,1477,280,295,5.3925,317900,"<1H OCEAN"
"5717",48,1473,294,296,3.399,306300,"<1H OCEAN"
"5718",41,2067,452,455,5.5756,309900,"<1H OCEAN"
"5719",32,3817,886,829,3.5777,245600,"<1H OCEAN"
"5720",36,2507,517,470,5.529,241300,"<1H OCEAN"
"5721",34,8206,1186,1150,7.2812,462200,"<1H OCEAN"
"5722",47,1853,345,310,3.6875,422000,"<1H OCEAN"
"5723",43,1708,280,276,6.207,457400,"<1H OCEAN"
"5724",45,2332,434,339,8.1132,446600,"<1H OCEAN"
"5725",32,14556,2077,2017,8.1657,500001,"<1H OCEAN"
"5726",36,959,204,210,3.215,331300,"<1H OCEAN"
"5727",31,4704,920,886,4.9297,4e+05,"<1H OCEAN"
"5728",36,2443,492,493,3.9777,409800,"<1H OCEAN"
"5729",14,2672,335,318,12.1579,500001,"<1H OCEAN"
"5730",37,4524,1005,937,3.5781,366700,"<1H OCEAN"
"5731",24,8590,1231,1178,8.1325,472700,"<1H OCEAN"
"5732",25,434,74,75,5.9199,420500,"<1H OCEAN"
"5733",49,1788,267,266,6.6009,375700,"<1H OCEAN"
"5734",31,5550,881,862,6.8317,446100,"<1H OCEAN"
"5735",31,3105,582,547,5.1718,429100,"<1H OCEAN"
"5736",26,1649,522,483,3.1004,257100,"<1H OCEAN"
"5737",40,2124,370,372,5.3369,370400,"<1H OCEAN"
"5738",40,2549,591,546,3.3333,374300,"<1H OCEAN"
"5739",52,2187,284,274,9.5823,406200,"<1H OCEAN"
"5740",52,1904,297,286,6.6603,380400,"<1H OCEAN"
"5741",52,2477,385,371,4.9135,368100,"<1H OCEAN"
"5742",52,1532,292,275,5.1242,372900,"<1H OCEAN"
"5743",24,5131,1436,1371,2.5668,280000,"<1H OCEAN"
"5744",20,5949,1417,1337,3.8576,318600,"<1H OCEAN"
"5745",17,2943,769,656,3.1484,187500,"<1H OCEAN"
"5746",19,2919,857,811,3.1733,206300,"<1H OCEAN"
"5747",20,3407,885,870,3.7321,351100,"<1H OCEAN"
"5748",48,1560,280,269,5.5118,354700,"<1H OCEAN"
"5749",15,5036,1299,1175,2.9148,238700,"<1H OCEAN"
"5750",45,1865,360,349,3.6587,321200,"<1H OCEAN"
"5751",52,2332,433,440,5.5658,331200,"<1H OCEAN"
"5752",52,2010,427.5,326,6.9135,374000,"<1H OCEAN"
"5753",52,2287,295,296,7.8383,500001,"<1H OCEAN"
"5754",52,3034,406,399,6.2976,498400,"<1H OCEAN"
"5755",47,2243,339,319,7.4046,446800,"<1H OCEAN"
"5756",52,2602,418,419,5.3185,358000,"<1H OCEAN"
"5757",52,1602,265,251,5.049,323500,"<1H OCEAN"
"5758",50,2195,336,309,6.884,365600,"<1H OCEAN"
"5759",22,2664,651,629,3.6354,256300,"<1H OCEAN"
"5760",17,3852,1066,993,2.3482,255400,"<1H OCEAN"
"5761",52,1732,305,311,4.325,292600,"<1H OCEAN"
"5762",10,4292,1075,987,3.6974,286600,"<1H OCEAN"
"5763",31,1262,338,332,3.7083,241900,"<1H OCEAN"
"5764",42,413,107,107,4.3438,189800,"<1H OCEAN"
"5765",12,2238,682,611,2.9,208300,"<1H OCEAN"
"5766",17,4041,1169,1117,2.6016,222400,"<1H OCEAN"
"5767",30,48,14,16,5.0056,162500,"<1H OCEAN"
"5768",35,1257,318,319,3.2083,238000,"<1H OCEAN"
"5769",40,1875,460,438,3.2321,243600,"<1H OCEAN"
"5770",35,3213,874,819,2.8342,256800,"<1H OCEAN"
"5771",47,1453,356,345,3.0114,255500,"<1H OCEAN"
"5772",22,2265,637,561,2.6729,217100,"<1H OCEAN"
"5773",25,3018,806,742,3.0199,220200,"<1H OCEAN"
"5774",14,1744,536,531,3.2171,230800,"<1H OCEAN"
"5775",52,830,183,179,3.1397,253700,"<1H OCEAN"
"5776",48,1301,253,260,4.3438,252700,"<1H OCEAN"
"5777",49,1393,290,282,2.9491,257400,"<1H OCEAN"
"5778",18,1775,525,522,3.5417,177100,"<1H OCEAN"
"5779",14,2981,894,863,3,178600,"<1H OCEAN"
"5780",6,3340,945,846,2.8884,252300,"<1H OCEAN"
"5781",18,2481,756,675,2.8088,247500,"<1H OCEAN"
"5782",52,850,162,160,6.9408,298800,"<1H OCEAN"
"5783",20,2734,658,607,3.3906,284100,"<1H OCEAN"
"5784",45,1235,271,263,3.1435,282600,"<1H OCEAN"
"5785",15,3712,1005,890,3.6875,209600,"<1H OCEAN"
"5786",14,3700,945,905,3.9054,2e+05,"<1H OCEAN"
"5787",17,5282,1605,1574,3.052,209800,"<1H OCEAN"
"5788",19,4852,1465,1332,2.5924,192900,"<1H OCEAN"
"5789",31,1238,338,331,2.8478,228100,"<1H OCEAN"
"5790",32,1377,444,422,2.2621,187500,"<1H OCEAN"
"5791",20,3960,1027,978,3.0441,193800,"<1H OCEAN"
"5792",33,2865,864,790,2.6268,201300,"<1H OCEAN"
"5793",20,3196,994,983,3.0206,219500,"<1H OCEAN"
"5794",27,2909,1021,935,2.1444,229000,"<1H OCEAN"
"5795",19,2294,716,680,3.0288,258300,"<1H OCEAN"
"5796",25,2864,844,803,2.9167,224300,"<1H OCEAN"
"5797",28,1843,554,512,2.462,254000,"<1H OCEAN"
"5798",36,1813,560,544,1.9125,238000,"<1H OCEAN"
"5799",37,1644,395,383,3.3636,257700,"<1H OCEAN"
"5800",45,2170,401,394,5.6921,269000,"<1H OCEAN"
"5801",7,2063,670,643,1.7301,202300,"<1H OCEAN"
"5802",9,4877,1488,1458,2.4421,222100,"<1H OCEAN"
"5803",30,1615,570,544,1.8929,196900,"<1H OCEAN"
"5804",37,584,260,235,1.8235,275000,"<1H OCEAN"
"5805",13,1107,479,443,0.8185,187500,"<1H OCEAN"
"5806",51,902,320,334,1.5417,268800,"<1H OCEAN"
"5807",29,3431,1222,1205,2.2614,248100,"<1H OCEAN"
"5808",10,1060,332,288,3.0074,175000,"<1H OCEAN"
"5809",6,1727,506,439,4.1083,210700,"<1H OCEAN"
"5810",7,2837,776,736,3.008,229000,"<1H OCEAN"
"5811",25,3208,1111,1005,2.6673,218100,"<1H OCEAN"
"5812",37,1383,470,451,2.5,207100,"<1H OCEAN"
"5813",37,196,74,68,1.2188,218800,"<1H OCEAN"
"5814",23,1336,396,359,2.5388,205000,"<1H OCEAN"
"5815",13,3487,1131,1072,2.1602,221900,"<1H OCEAN"
"5816",25,5980,1856,1772,2.506,184500,"<1H OCEAN"
"5817",22,2340,773,754,2.5417,217500,"<1H OCEAN"
"5818",45,1971,439,430,4.0272,260500,"<1H OCEAN"
"5819",52,322,88,89,2.125,243800,"<1H OCEAN"
"5820",36,2946,1025,912,2.2244,255900,"<1H OCEAN"
"5821",21,739,265,246,2.4856,181300,"<1H OCEAN"
"5822",27,7714,1132,1100,7.1262,446200,"<1H OCEAN"
"5823",31,3190,489,480,6.981,402900,"<1H OCEAN"
"5824",36,1834,316,309,4.7885,302200,"<1H OCEAN"
"5825",36,3120,620,612,3.9041,320400,"<1H OCEAN"
"5826",14,3615,913,852,3.5083,280900,"<1H OCEAN"
"5827",52,1704,277,262,4.7986,326100,"<1H OCEAN"
"5828",51,1502,243,231,4.375,332400,"<1H OCEAN"
"5829",27,4713,1169,1077,3.7015,287900,"<1H OCEAN"
"5830",52,2962,468,466,4.9042,343500,"<1H OCEAN"
"5831",36,1692,263,278,5.0865,349600,"<1H OCEAN"
"5832",36,2110,346,342,6.9909,345300,"<1H OCEAN"
"5833",36,759,136,135,4.9886,328900,"<1H OCEAN"
"5834",36,1978,337,311,3.9866,294400,"<1H OCEAN"
"5835",43,1325,254,248,3.6071,289000,"<1H OCEAN"
"5836",43,2322,418,433,4.3631,284600,"<1H OCEAN"
"5837",41,2860,682,621,3.0431,262900,"<1H OCEAN"
"5838",41,1524,393,375,2.875,192400,"<1H OCEAN"
"5839",14,1878,614,559,2.5267,231800,"<1H OCEAN"
"5840",29,2209,444,403,4.375,341200,"<1H OCEAN"
"5841",37,1335,249,240,4.1731,352100,"<1H OCEAN"
"5842",37,1519,331,315,3.0179,272500,"<1H OCEAN"
"5843",42,724,149,150,3.0625,361700,"<1H OCEAN"
"5844",37,589,119,122,3.3897,222700,"<1H OCEAN"
"5845",23,7179,1985,1924,3.1051,206500,"<1H OCEAN"
"5846",13,7174,1997,1872,3.0973,251900,"<1H OCEAN"
"5847",37,350,115,111,3.0687,2e+05,"<1H OCEAN"
"5848",5,5492,1549,1405,3.3205,172100,"<1H OCEAN"
"5849",11,3112,890,851,3.1587,181300,"<1H OCEAN"
"5850",13,3801,1116,1078,2.0875,222700,"<1H OCEAN"
"5851",49,192,41,38,3.0179,118800,"<1H OCEAN"
"5852",44,1594,389,340,3.4,212100,"<1H OCEAN"
"5853",39,1995,564,544,3.5875,250000,"<1H OCEAN"
"5854",47,2589,465,485,5.1008,247100,"<1H OCEAN"
"5855",48,2584,483,459,4.2396,245100,"<1H OCEAN"
"5856",46,2115,463,439,3.7344,222000,"<1H OCEAN"
"5857",45,2570,517,510,4.6898,226000,"<1H OCEAN"
"5858",45,1505,347,319,3.138,217000,"<1H OCEAN"
"5859",48,814,165,176,3.1406,223100,"<1H OCEAN"
"5860",45,1552,315,316,3.7411,235500,"<1H OCEAN"
"5861",49,1969,377,367,3.8462,231300,"<1H OCEAN"
"5862",48,2122,385,362,5.6975,231400,"<1H OCEAN"
"5863",43,1029,252,255,2.6827,219900,"<1H OCEAN"
"5864",47,1721,343,334,4.1923,231200,"<1H OCEAN"
"5865",45,3046,633,599,3.24,226900,"<1H OCEAN"
"5866",46,1393,301,295,2.8125,229900,"<1H OCEAN"
"5867",45,903,190,204,4.0313,209100,"<1H OCEAN"
"5868",46,1676,322,295,5.1814,209500,"<1H OCEAN"
"5869",46,2711,491,490,4.282,224700,"<1H OCEAN"
"5870",46,1840,379,360,3.3056,230400,"<1H OCEAN"
"5871",44,2572,613,570,3.5583,232000,"<1H OCEAN"
"5872",47,858,170,171,2.0385,225000,"<1H OCEAN"
"5873",42,1604,326,329,4.4408,216000,"<1H OCEAN"
"5874",46,1268,240,239,4.0742,229100,"<1H OCEAN"
"5875",45,1328,290,289,3.875,226900,"<1H OCEAN"
"5876",45,3566,701,653,3.8668,232000,"<1H OCEAN"
"5877",49,3033,580,561,4.1161,232500,"<1H OCEAN"
"5878",42,2267,478,458,3.2015,250000,"<1H OCEAN"
"5879",45,1390,281,270,4.2212,293800,"<1H OCEAN"
"5880",49,1305,228,255,5.636,267900,"<1H OCEAN"
"5881",44,1934,375,365,2.473,251800,"<1H OCEAN"
"5882",37,2381,575,499,3.7941,247800,"<1H OCEAN"
"5883",46,1718,344,343,3.2125,247000,"<1H OCEAN"
"5884",52,1133,212,222,4.875,249500,"<1H OCEAN"
"5885",44,1717,391,353,3.6111,254500,"<1H OCEAN"
"5886",46,1396,294,246,3.692,244500,"<1H OCEAN"
"5887",44,2705,649,654,3.4286,247900,"<1H OCEAN"
"5888",39,493,168,138,2.3667,17500,"<1H OCEAN"
"5889",44,1321,303,301,4.2679,331800,"<1H OCEAN"
"5890",40,3068,756,695,3.5637,497400,"<1H OCEAN"
"5891",16,1586,377,344,4.0893,450000,"<1H OCEAN"
"5892",25,6082,1763,1644,3.6486,246900,"<1H OCEAN"
"5893",45,3448,690,643,4.0648,258800,"<1H OCEAN"
"5894",38,2347,665,547,3.2112,349300,"<1H OCEAN"
"5895",49,1074,170,208,6.2547,366700,"<1H OCEAN"
"5896",40,1868,356,403,2.9306,279300,"<1H OCEAN"
"5897",23,1359,428,380,3.4016,234600,"<1H OCEAN"
"5898",46,2345,453,427,4.3173,278300,"<1H OCEAN"
"5899",16,1353,398,357,3.1551,205000,"<1H OCEAN"
"5900",37,2144,446,435,3.9464,315000,"<1H OCEAN"
"5901",12,3188,931,850,3.1823,218300,"<1H OCEAN"
"5902",24,2910,917,873,2.4074,219400,"<1H OCEAN"
"5903",33,2443,498,484,4.0223,146000,"<1H OCEAN"
"5904",37,1394,313,327,3.6023,161800,"<1H OCEAN"
"5905",39,1769,410,390,3.1212,153500,"<1H OCEAN"
"5906",34,1489,326,313,3.4821,160300,"<1H OCEAN"
"5907",28,271,61,62,1.7062,164600,"<1H OCEAN"
"5908",35,2606,447,404,4.6864,193800,"<1H OCEAN"
"5909",38,1704,347,374,2.865,155500,"<1H OCEAN"
"5910",38,1237,298,293,3.6726,154600,"<1H OCEAN"
"5911",50,1181,265,269,3.2095,167000,"<1H OCEAN"
"5912",27,862,280,267,2.3724,154200,"<1H OCEAN"
"5913",32,1260,382,342,2.0286,122900,"<1H OCEAN"
"5914",30,1632,401,401,3.1588,160100,"<1H OCEAN"
"5915",30,762,228,226,2.3375,154200,"<1H OCEAN"
"5916",32,527,146,143,1.7708,138800,"<1H OCEAN"
"5917",46,11,11,13,2.875,162500,"<1H OCEAN"
"5918",37,944,244,235,1.9688,144100,"<1H OCEAN"
"5919",47,843,194,180,3.3687,151700,"<1H OCEAN"
"5920",38,1156,305,289,2.5147,137100,"<1H OCEAN"
"5921",36,2602,638,620,2.7155,149800,"<1H OCEAN"
"5922",17,17715,2370,2312,7.9068,349100,"INLAND"
"5923",26,1279,163,157,6.1731,293800,"INLAND"
"5924",18,7798,1161,1227,5.8819,260500,"INLAND"
"5925",8,16759,2274,2156,7.4837,358700,"INLAND"
"5926",14,7876,1253,1162,5.5423,248700,"INLAND"
"5927",25,5039,821,802,4.7969,211700,"INLAND"
"5928",17,5153,1164,1083,3.5603,174600,"INLAND"
"5929",13,2996,495,464,6.2456,161700,"INLAND"
"5930",16,2426,426,446,4.8125,224500,"INLAND"
"5931",18,3814,721,692,4.4722,215600,"INLAND"
"5932",26,8254,1153,1131,6.5253,349900,"INLAND"
"5933",20,2421,306,298,8.0683,451500,"INLAND"
"5934",27,3770,573,562,6.1321,309700,"INLAND"
"5935",26,3773,694,688,4.6937,198000,"INLAND"
"5936",24,5745,735,679,8.2827,451400,"INLAND"
"5937",14,9610,2005,1907,4.0393,156800,"INLAND"
"5938",21,2056,461,429,3.3942,212800,"INLAND"
"5939",29,2240,457,407,3.8365,184200,"<1H OCEAN"
"5940",35,2259,505,509,3.3043,155500,"<1H OCEAN"
"5941",42,2225,485,464,2.2442,166700,"INLAND"
"5942",15,4644,967,867,3.3654,222100,"<1H OCEAN"
"5943",23,2308,322,317,7.5112,355500,"INLAND"
"5944",32,1764,365,329,3.875,186700,"INLAND"
"5945",33,3713,718,720,4.0023,185500,"<1H OCEAN"
"5946",35,2899,429,429,6.1049,297200,"INLAND"
"5947",35,1582,248,221,4.9091,275000,"INLAND"
"5948",33,2344,363,359,6.2089,283400,"INLAND"
"5949",37,2655,415,401,5.4224,269500,"INLAND"
"5950",36,3097,667,634,3.1905,235300,"INLAND"
"5951",30,2495,586,559,2.9375,209200,"INLAND"
"5952",31,1959,318,303,4.3145,233000,"INLAND"
"5953",30,4367,1033,954,3.0448,192100,"INLAND"
"5954",33,2383,428,421,4.636,245500,"INLAND"
"5955",40,1304,280,256,2.588,209500,"INLAND"
"5956",29,630,145,148,3.4107,170800,"INLAND"
"5957",32,1741,373,333,3.4219,194500,"<1H OCEAN"
"5958",29,1677,413,400,3.12,194300,"<1H OCEAN"
"5959",26,3118,528,545,5.27,209400,"INLAND"
"5960",25,3465,566,536,4.8304,228900,"INLAND"
"5961",29,2671,437,445,4.9844,203000,"INLAND"
"5962",17,3499,621,621,4.8894,191700,"INLAND"
"5963",34,2026,345,332,4.392,187600,"INLAND"
"5964",25,9255,1659,1627,4.5708,223000,"INLAND"
"5965",13,18448,2474,2397,7.7876,348900,"INLAND"
"5966",23,7063,1176,1112,4.8229,192600,"INLAND"
"5967",21,3481,808,746,3.6201,150400,"INLAND"
"5968",19,1935,399,389,3.8929,144600,"INLAND"
"5969",18,11026,1978,1923,4.075,231100,"INLAND"
"5970",28,4086,871,853,2.621,202200,"INLAND"
"5971",32,2643,516,478,3.7177,177200,"INLAND"
"5972",26,1664,344,339,3.5192,190500,"INLAND"
"5973",16,9020,1509,1486,4.2415,275700,"INLAND"
"5974",15,4260,770,695,4.4609,230000,"INLAND"
"5975",22,4935,954,938,3.9825,180500,"INLAND"
"5976",50,2388,494,459,2.8818,167200,"INLAND"
"5977",28,1998,414,389,3.75,180900,"INLAND"
"5978",23,7079,1381,1327,3.0735,212300,"INLAND"
"5979",28,3494,566,522,5.3637,214700,"INLAND"
"5980",25,5411,998,1019,4.3148,240700,"INLAND"
"5981",26,2723,604,498,2.6779,136000,"INLAND"
"5982",29,2742,488,532,3.5072,121900,"INLAND"
"5983",21,8069,2174,2036,3.2756,156800,"INLAND"
"5984",20,11250,1893,1859,5.6785,239500,"INLAND"
"5985",26,6459,894,885,6.2089,261800,"INLAND"
"5986",41,555,130,123,2.2813,125000,"INLAND"
"5987",52,567,152,126,1.875,212500,"INLAND"
"5988",52,2867,496,513,3.1477,291200,"INLAND"
"5989",32,3241,895,810,2.4952,181800,"INLAND"
"5990",46,2477,458,455,5.5,289700,"INLAND"
"5991",37,3457,776.5,530,5.8891,226000,"INLAND"
"5992",36,2637,476,483,4.1739,158700,"INLAND"
"5993",26,2744,494,465,4.2639,154200,"INLAND"
"5994",36,1473,328,299,3.2566,151800,"INLAND"
"5995",33,4979,934,874,3.7958,152500,"INLAND"
"5996",30,2345,496,454,2.4375,112100,"INLAND"
"5997",36,1543,297,303,3.5313,117800,"INLAND"
"5998",33,1350,265,257,2.9063,115200,"INLAND"
"5999",30,3199,591,563,3.4871,136400,"INLAND"
"6000",33,2824,523,493,3.6359,135100,"INLAND"
"6001",33,1067,194,201,4.0368,139100,"INLAND"
"6002",36,3094,556,545,4.2143,146900,"INLAND"
"6003",37,2263,502,522,2.9388,139200,"INLAND"
"6004",27,5929,932,828,6.0434,214800,"INLAND"
"6005",36,2922,652,629,2.8661,124000,"INLAND"
"6006",29,2976,662,633,3.0638,113600,"INLAND"
"6007",52,1548,348,343,2.63,127300,"INLAND"
"6008",51,1538,394,388,2.3156,109800,"INLAND"
"6009",48,1157,247,218,2.8594,127200,"INLAND"
"6010",33,1831,486,472,1.9937,103600,"INLAND"
"6011",47,508,108,86,1.9583,92600,"INLAND"
"6012",27,2178,629,591,1.9766,108000,"INLAND"
"6013",18,3610,772,765,3.9784,113500,"INLAND"
"6014",25,1712,491,478,2.2258,114800,"INLAND"
"6015",33,1694,333,301,3.7583,116300,"INLAND"
"6016",34,975,192,183,3.7933,116100,"INLAND"
"6017",33,1056,272,300,2.4464,128700,"INLAND"
"6018",39,2933,590,550,3.9224,131300,"INLAND"
"6019",5,4536,1178,909,4.1118,125900,"<1H OCEAN"
"6020",34,1081,205,252,3.6298,108500,"INLAND"
"6021",21,4031,923,834,3.1641,117300,"<1H OCEAN"
"6022",30,1700,504,459,2.227,91900,"INLAND"
"6023",36,2910,819,782,1.9029,98000,"INLAND"
"6024",35,1293,339,312,1.6645,93300,"INLAND"
"6025",36,3839,1004,942,2.3859,116200,"INLAND"
"6026",35,1613,298,293,3.4398,134300,"INLAND"
"6027",42,2504,553,509,3.0294,135700,"INLAND"
"6028",48,2438,599,548,2.8983,129200,"INLAND"
"6029",52,1868,316,328,4.2415,140100,"INLAND"
"6030",52,1279,213,204,5.2269,161000,"INLAND"
"6031",52,2550,586,576,1.6006,146200,"INLAND"
"6032",34,2742,491,496,3.2481,128800,"INLAND"
"6033",33,4100,740,730,3.7321,134200,"INLAND"
"6034",28,5173,1069,954,3.8438,130800,"INLAND"
"6035",34,4038,725,759,4.1339,135000,"INLAND"
"6036",32,2209,654,569,1.9643,113200,"INLAND"
"6037",34,344,108,119,3.1786,117800,"INLAND"
"6038",51,498,115,112,1.4063,98800,"INLAND"
"6039",33,1921,489,467,2.3406,122600,"INLAND"
"6040",33,1025,261,269,2.2596,119400,"INLAND"
"6041",36,975,243,233,2.8929,118100,"INLAND"
"6042",28,2758,771,694,2.0734,113300,"INLAND"
"6043",30,1185,317,302,2.625,94300,"INLAND"
"6044",29,2452,700,665,2.1354,110700,"INLAND"
"6045",27,852,237,221,2.1141,110900,"INLAND"
"6046",46,1480,358,348,1.9718,110600,"INLAND"
"6047",26,3827,814,810,3.15,129700,"INLAND"
"6048",42,1967,378,348,3.0375,118100,"INLAND"
"6049",33,2318,464,451,3.7454,116400,"INLAND"
"6050",27,2215,440,449,3.0429,129600,"INLAND"
"6051",27,3623,809,754,3.4609,123300,"INLAND"
"6052",22,2948,636,602,3.125,113600,"INLAND"
"6053",34,1914,435.5,328,2.8347,115800,"INLAND"
"6054",36,2242,448,447,3.4464,113000,"INLAND"
"6055",26,2712,402,377,5.6513,227900,"<1H OCEAN"
"6056",10,17820,2812,2666,6.3875,310700,"<1H OCEAN"
"6057",25,4240,643,637,6.2384,247600,"<1H OCEAN"
"6058",8,32054,5290,5050,6.0191,253900,"<1H OCEAN"
"6059",16,9446,1650,1534,5.0111,212900,"<1H OCEAN"
"6060",23,3351,591,522,5.0869,230600,"<1H OCEAN"
"6061",12,9197,1642,1554,4.9589,282100,"<1H OCEAN"
"6062",5,18690,2862,2777,6.4266,315600,"<1H OCEAN"
"6063",26,797,117,114,6.8758,253800,"<1H OCEAN"
"6064",14,17527,2751,2676,6.2734,267000,"<1H OCEAN"
"6065",26,3638,557,593,6.1076,221200,"<1H OCEAN"
"6066",11,21533,3078,2890,7.0329,368300,"<1H OCEAN"
"6067",7,27700,4179,4072,6.6288,339700,"<1H OCEAN"
"6068",19,6300,937,943,5.9716,262100,"<1H OCEAN"
"6069",16,4632,756,727,5.1762,264400,"<1H OCEAN"
"6070",16,3552,575,573,6.4333,271500,"<1H OCEAN"
"6071",4,9959,1544,1429,6.9754,402500,"<1H OCEAN"
"6072",24,3128,497,472,7.5286,462700,"<1H OCEAN"
"6073",23,1160,166,178,8.105,386200,"<1H OCEAN"
"6074",32,761,101,95,11.1077,500001,"<1H OCEAN"
"6075",31,2524,349,343,7.5196,380900,"<1H OCEAN"
"6076",33,4518,716,764,5.6015,267200,"<1H OCEAN"
"6077",21,4723,882,768,3.8167,258700,"<1H OCEAN"
"6078",22,5179,944,884,4.51,189900,"<1H OCEAN"
"6079",29,3855,585,609,5.5496,218200,"<1H OCEAN"
"6080",16,4556,639,651,6.4667,263900,"<1H OCEAN"
"6081",26,3408,542,543,6.1498,239100,"<1H OCEAN"
"6082",25,2208,477,424,3.775,191700,"<1H OCEAN"
"6083",31,1484,327,317,3.6484,189600,"<1H OCEAN"
"6084",32,3357,621,604,4.2685,216600,"<1H OCEAN"
"6085",36,1811,320,332,5.5629,188300,"<1H OCEAN"
"6086",36,1267,191,200,5.2405,220000,"<1H OCEAN"
"6087",33,3630,800,796,3.2469,206900,"<1H OCEAN"
"6088",29,3416,790,728,3.5109,186000,"<1H OCEAN"
"6089",23,2535,490,466,3.5977,180600,"<1H OCEAN"
"6090",29,1185,197,196,5.0832,196900,"<1H OCEAN"
"6091",15,6409,1363,1267,3.875,173300,"<1H OCEAN"
"6092",17,7836,1624,1526,3.8465,180700,"<1H OCEAN"
"6093",27,1748,403,416,3.1133,180600,"INLAND"
"6094",33,2059,361,339,4.2454,183800,"<1H OCEAN"
"6095",33,1485,274,258,5.1708,158500,"<1H OCEAN"
"6096",34,912,165,150,4.0417,178000,"<1H OCEAN"
"6097",34,1004,220,217,3.8571,174500,"<1H OCEAN"
"6098",23,4066,819,737,4.6556,199600,"<1H OCEAN"
"6099",34,1324,211,228,4.5234,192200,"<1H OCEAN"
"6100",30,3082,602,619,4.1411,182700,"<1H OCEAN"
"6101",35,1470,241,246,4.9239,168800,"<1H OCEAN"
"6102",35,1574,276,289,4.0938,165300,"<1H OCEAN"
"6103",36,806,147,153,4.5221,151300,"<1H OCEAN"
"6104",18,2923,670,656,3.2383,157000,"<1H OCEAN"
"6105",35,1447,272,268,3.9934,141900,"<1H OCEAN"
"6106",35,1566,321,317,4.05,141300,"<1H OCEAN"
"6107",27,2434,535,498,3.6875,140200,"<1H OCEAN"
"6108",37,1286,255,249,4.2019,140100,"<1H OCEAN"
"6109",25,2559,654,623,2.8547,155600,"<1H OCEAN"
"6110",36,2029,351,364,4.1836,164300,"<1H OCEAN"
"6111",34,2159,386,385,4.1995,147400,"<1H OCEAN"
"6112",25,3076,856,752,2.6619,117600,"<1H OCEAN"
"6113",32,1640,391,358,2.6292,136100,"<1H OCEAN"
"6114",5,1126,316,311,1.5,139800,"<1H OCEAN"
"6115",37,1801,422,425,3.1597,133000,"<1H OCEAN"
"6116",33,1788,456,361,2.6629,124100,"<1H OCEAN"
"6117",33,1555,361,386,4.0529,138200,"<1H OCEAN"
"6118",35,957,194,221,3.3322,151400,"<1H OCEAN"
"6119",34,1540,328,317,2.2132,138500,"<1H OCEAN"
"6120",42,1762,398,365,2.8643,132600,"INLAND"
"6121",41,2673,578,592,3.7846,145500,"<1H OCEAN"
"6122",33,1391,309,298,4.1944,149500,"<1H OCEAN"
"6123",32,2552,576,548,2.9459,144400,"<1H OCEAN"
"6124",36,294,67,80,3.5385,134400,"INLAND"
"6125",23,4776,1316,1187,2.1667,142600,"<1H OCEAN"
"6126",20,3158,684,713,3.525,153000,"<1H OCEAN"
"6127",24,2838,695,645,3.2202,126200,"<1H OCEAN"
"6128",31,1239,254,244,3.3625,153400,"<1H OCEAN"
"6129",18,123,28,26,3.0417,137500,"INLAND"
"6130",11,2399,527,531,3.5625,141000,"INLAND"
"6131",31,1507,369,347,3.4327,147200,"INLAND"
"6132",15,3543,888,823,3.0184,139400,"INLAND"
"6133",28,441,106,108,2.9107,152500,"INLAND"
"6134",32,2491,616,595,2.564,145800,"INLAND"
"6135",34,1696,456,426,2.25,138500,"INLAND"
"6136",35,1681,360,373,2.4911,145900,"INLAND"
"6137",35,1032,207,191,2.8906,134800,"INLAND"
"6138",8,2027,480,447,3.0806,142400,"INLAND"
"6139",30,2227,474,481,3.3261,164100,"INLAND"
